********************************************************************************
product = WebSphere Application Server 26.0.0.3, z/OS Connect 03.00.105 (wlp-1.0.111.cl260320260314-0319)
wlp.install.dir = /opt/ibm/wlp/
server.output.dir = /opt/ibm/wlp/output/defaultServer/
java.home = /opt/java/openjdk
java.version = 25.0.3
java.runtime = IBM Semeru Runtime Certified Edition (25.0.3+9-LTS)
os = Linux (7.0.12-linuxkit; amd64) (en_US)
process = 1@02db3501d6ac
Classpath = /opt/ibm/wlp/bin/tools/ws-server.jar
Java Library path = /opt/java/openjdk/lib/default:/opt/java/openjdk/lib:/usr/lib64:/usr/lib
********************************************************************************
[9/6/26, 11:02:34:275 GMT] 00000002 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: The server defaultServer has been launched.
[9/6/26, 11:02:34:887 GMT] 0000002a com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/defaults/keystore.xml
[9/6/26, 11:02:34:896 GMT] 0000002a com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/cics.xml
[9/6/26, 11:02:34:897 GMT] 0000002a com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/http-ssl-endpoint.xml
[9/6/26, 11:02:34:899 GMT] 0000002a com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/server.xml
[9/6/26, 11:02:34:899 GMT] 0000002a com.ibm.ws.config.xml.internal.ServerXMLConfiguration        A CWWKG0093A: Processing configuration drop-ins resource: /opt/ibm/wlp/usr/servers/defaultServer/configDropins/overrides/tls.xml
[9/6/26, 11:02:35:072 GMT] 00000002 com.ibm.ws.kernel.launch.internal.FrameworkManager           I CWWKE0002I: The kernel started after 1.028 seconds
[9/6/26, 11:02:35:222 GMT] 00000035 com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0007I: Feature update started.
[9/6/26, 11:02:36:731 GMT] 00000029 com.ibm.ws.security.ready.internal.SecurityReadyServiceImpl  I CWWKS0007I: The security service is starting...
[9/6/26, 11:02:36:933 GMT] 0000002b com.ibm.ws.app.manager.internal.monitor.DropinMonitor        A CWWKZ0058I: Monitoring dropins for applications.
[9/6/26, 11:02:36:952 GMT] 0000002d com.ibm.ws.cache.ServerCache                                 I DYNA1001I: WebSphere Dynamic Cache instance named baseCache initialized successfully.
[9/6/26, 11:02:36:954 GMT] 0000002d com.ibm.ws.cache.ServerCache                                 I DYNA1071I: The cache provider default is being used.
[9/6/26, 11:02:36:957 GMT] 0000002d com.ibm.ws.cache.CacheServiceImpl                            I DYNA1056I: Dynamic Cache (object cache) initialized successfully.
[9/6/26, 11:02:37:347 GMT] 0000002c org.jboss.weld.Version                                       I WELD-000900: 3.1.9 (Final)
[9/6/26, 11:02:37:519 GMT] 00000031 com.ibm.ws.ssl.config.WSKeyStore                             I Successfully loaded default keystore: /opt/ibm/wlp/output/defaultServer/resources/security/key.p12 of type: PKCS12
[9/6/26, 11:02:37:593 GMT] 00000029 com.ibm.ws.logging.internal.impl.IncidentImpl                I FFDC1015I: An FFDC Incident has been created: "java.lang.IllegalArgumentException: CWWKS4118E: LTPA configuration error. Add a keysPassword attribute to your <ltpa /> configuration, or set the 'ltpa_keys_password' or 'keystore_password' environment variables. com.ibm.ws.security.token.ltpa.internal.LTPAConfigurationImpl 151" at ffdc_26.09.06_11.02.37.0.log
[9/6/26, 11:02:37:595 GMT] 00000029 om.ibm.ws.security.token.ltpa.internal.LTPAConfigurationImpl E CWWKS4118E: LTPA configuration error. Add a keysPassword attribute to your <ltpa /> configuration, or set the 'ltpa_keys_password' or 'keystore_password' environment variables.
[9/6/26, 11:02:37:614 GMT] 00000029 ibm.ws.security.authentication.internal.jaas.JAASServiceImpl I CWWKS1123I: The collective authentication plugin with class name NullCollectiveAuthenticationPlugin has been activated. 
[9/6/26, 11:02:37:792 GMT] 00000029 com.ibm.ws.session.WASSessionCore                            I SESN8501I: The session manager did not find a persistent storage location; HttpSession objects will be stored in the local application server's memory.
[9/6/26, 11:02:37:825 GMT] 00000029 com.ibm.ws.security.jwt.internal.ConsumerImpl                I CWWKS6012I: The JSON Web Token (JWT) consumer service is available.
[9/6/26, 11:02:37:830 GMT] 00000029 com.ibm.ws.security.jwt.web.JwtEndpointServices              I CWWKS6002I: The JSON Web Token (JWT) endpoint service is available.
[9/6/26, 11:02:38:159 GMT] 00000029 org.apache.aries.spifly.BaseActivator                        I Registered provider org.slf4j.jul.JULServiceProvider of service org.slf4j.spi.SLF4JServiceProvider in bundle slf4j.jdk14
[9/6/26, 11:02:38:210 GMT] 00000029 com.ibm.ws.security.audit.source.AuditServiceImpl            I CWWKS5850I: The audit service is starting.
[9/6/26, 11:02:38:214 GMT] 00000029 com.ibm.ws.security.audit.file.AuditFileHandler              I CWWKS5804I: The audit file handler service is starting.
[9/6/26, 11:02:38:217 GMT] 00000029 com.ibm.ws.security.audit.source.AuditServiceImpl            I CWWKS5851I: The audit service is ready.
[9/6/26, 11:02:38:219 GMT] 00000029 com.ibm.ws.security.audit.file.AuditFileHandler              I CWWKS5805I: The audit file handler service is ready.
[9/6/26, 11:02:38:281 GMT] 00000029 .microprofile.metrics.internal.monitor.MonitorMetricsHandler I CWPMI2003I: Monitoring metrics can be retrieved through mpMetrics.
[9/6/26, 11:02:38:528 GMT] 00000037 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: health.
[9/6/26, 11:02:38:528 GMT] 0000003a com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: ibm/api.
